delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,polygon.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.4,400,unexp,3,5,41,1,248.83857459994033,,248.82427469990216,248.83857459994033,249.83842339995317,249.83842339995317,249.83842339995317,250.25656599993818,space,0.4087667998392135,None,250.25731499982066,250.6726611664674,250.9774262998253,250.96508969995193,250.9651287999004,250.9774262998253,250.9774262998253,250.9774262998253,253.42239359999076,400,1,[2.4551390998531133],[2.4551488999277353],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,400,unexp,3,6,42,2,253.43804439995438,,253.42335919989273,253.43804439995438,254.4384569998365,254.4384569998365,254.4384569998365,255.0897417999804,space,0.6391221000812948,None,255.09036179981194,255.8052768665987,256.11816889978945,256.1053541000001,256.1054084999487,256.11816889978945,256.11816889978945,256.11816889978945,258.80622339993715,400,1,[2.6987043998669833],[2.698714300058782],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,3,7,43,6,258.8215762998443,,258.80719229998067,258.8215762998443,259.82190319988877,259.82190319988877,259.82190319988877,260.3565695998259,space,0.5253805001266301,None,260.35736969998106,260.4715019665348,260.82459919992834,260.81420979998074,260.8142537998501,260.82459919992834,260.82459919992834,260.82459919992834,263.47351969988085,800,1,[2.6574300001375377],[2.6574407999869436],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,3,8,44,8,263.48827669979073,,263.4743278999813,263.48827669979073,264.48795380000956,264.48795380000956,264.48795380000956,265.03964159986936,space,0.5468338998034596,None,265.04047649982385,265.7546235665834,266.0599807999097,266.04847689997405,266.04850269993767,266.0599807999097,266.0599807999097,266.0599807999097,269.23886289983056,900,1,[3.188748799962923],[3.188758200034499],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,3,9,45,4,269.25441759987734,,269.2398387999274,269.25441759987734,270.2544096999336,270.2544096999336,270.2544096999336,272.32327890000306,space,2.0661176000721753,None,272.3239868998062,272.7378480665541,273.0476347999647,273.0351737998426,273.03522799978964,273.0476347999647,273.0476347999647,273.0476347999647,276.0572738999035,800,1,[3.0192941001150757],[3.0193032999522984],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,3,10,46,10,276.07146779983304,,276.05807559983805,276.07146779983304,277.0709077999927,277.0709077999927,277.0709077999927,277.9889249999542,space,0.9111585998907685,None,277.98963560000993,278.4042781666542,278.71781319985166,278.7052089998033,278.7052601999603,278.71781319985166,278.71781319985166,278.71781319985166,281.10522719984874,700,1,[2.397592500085011],[2.3976018000394106],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,3,11,47,7,281.12086519994773,,281.1066468998324,281.12086519994773,282.1208147997968,282.1208147997968,282.1208147997968,282.9727629998233,space,0.8464353999588639,None,282.9736441997811,283.3877707664544,283.69747249991633,283.68513169977814,283.6851675999351,283.69747249991633,283.69747249991633,283.69747249991633,286.20581839978695,700,1,[2.5180777001660317],[2.51808900013566],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,4,0,48,10,286.2206401999574,,286.2067887999583,286.2206401999574,287.22144519980066,287.22144519980066,287.22144519980066,287.7389783000108,space,0.5011147998739034,None,287.7395704998635,288.15452256665253,288.46926229982637,288.4554063999094,288.4554609998595,288.46926229982637,288.46926229982637,288.46926229982637,291.67245129984803,760,1,[3.2145752999931574],[3.214603800093755],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,4,1,49,11,291.68748719990253,,291.6734348000027,291.68748719990253,292.6875294998754,292.6875294998754,292.6875294998754,293.30486609996296,space,0.6018143999390304,None,293.30550749995746,294.0205740666172,294.331761599984,294.315466,294.3155195999425,294.331761599984,294.331761599984,294.331761599984,297.8381112997886,700,1,[3.520433299941942],[3.5204431999009103],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,4,2,50,7,297.8535078999121,,297.8390777998138,297.8535078999121,298.8540732997935,298.8540732997935,298.8540732997935,300.92405299982056,space,2.066562300082296,None,300.92498419992626,301.337083866649,301.6468814997934,301.6349750999361,301.6350175999105,301.6468814997934,301.6468814997934,301.6468814997934,305.2879222999327,700,1,[3.650326100178063],[3.650336900027469],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,4,3,51,8,305.30323099996895,,305.2889219999779,305.30323099996895,306.3035195998382,306.3035195998382,306.3035195998382,307.07204519980587,space,0.7591355999466032,None,307.07287609996274,307.78711426660107,308.0975353999529,308.08502139989287,308.0850605999585,308.0975353999529,308.0975353999529,308.0975353999529,310.53804269991815,600,1,[2.4503959000576288],[2.4504054998978972],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,4,4,52,4,310.5534854999278,,310.53906359989196,310.5534854999278,311.55384469986893,311.55384469986893,311.55384469986893,312.7057633998338,space,1.1470923000015318,None,312.7066232999787,313.12003936648057,313.42848449992016,313.41498229978606,313.41502609988675,313.42848449992016,313.42848449992016,313.42848449992016,315.97220249986276,600,1,[2.554835099959746],[2.5548481000587344],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,400,unexp,4,5,53,0,315.9867616998963,,315.97311459993944,315.9867616998963,316.9865226999391,316.9865226999391,316.9865226999391,317.5375992998015,space,0.5475445000920445,None,317.5382675998844,317.6535508665877,317.9673396998551,317.95607049996033,317.9561202998739,317.9673396998551,317.9673396998551,317.9673396998551,320.406462199986,500,1,[2.447993699926883],[2.448022099910304],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,400,unexp,4,6,54,1,320.4201812997926,,320.40788259985857,320.4201812997926,321.4199140998535,321.4199140998535,321.4199140998535,321.77086509997025,space,0.34096010006032884,None,321.7714597999584,322.1865143664802,322.5407278998755,322.52814359986223,322.5281926000025,322.5407278998755,322.5407278998755,322.5407278998755,324.6384868999012,500,1,[2.108390500070527],[2.1084044000599533],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,4,7,55,6,324.65291609987617,,324.63941759988666,324.65291609987617,325.65305429999717,325.65305429999717,325.65305429999717,326.15422869985923,space,0.49166840012185276,None,326.15485709998757,326.26998556667627,326.5794685999863,326.5645862999372,326.56462479988113,326.5794685999863,326.5794685999863,326.5794685999863,328.9871865999885,600,1,[2.4204579000361264],[2.4204677001107484],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,400,unexp,4,8,56,2,329.00252759992145,,328.98820659983903,329.00252759992145,330.0029706999194,330.0029706999194,330.0029706999194,330.50538959982805,space,0.4898401000536978,None,330.5061523998156,331.22012956656204,331.52722639986314,331.51487349998206,331.5149198998697,331.52722639986314,331.52722639986314,331.52722639986314,334.38845049985684,400,1,[2.871889199828729],[2.871899699792266],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,4,9,57,3,334.4026649999432,,334.38942249980755,334.4026649999432,335.40324309980497,335.40324309980497,335.40324309980497,336.02151219989173,space,0.6048397000413388,None,336.0222532998305,336.1362774666088,336.4478769998532,336.4355941999238,336.4356406999286,336.4478769998532,336.4478769998532,336.4478769998532,338.738311199937,700,1,[2.300699200015515],[2.3007100999820977],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,4,10,58,5,338.75277229980566,,338.73925179988146,338.75277229980566,339.7530272998847,339.7530272998847,339.7530272998847,340.3379469998181,space,0.5817892998456955,None,340.3387127998285,341.05256466666856,341.36655969987623,341.35525569994934,341.35530349984765,341.36655969987623,341.36655969987623,341.36655969987623,343.43719379999675,800,1,[2.0798917000647634],[2.0799016999080777],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,4,11,59,9,343.45289149996825,,343.43813449982554,343.45289149996825,344.45304099982604,344.45304099982604,344.45304099982604,344.9884601999074,space,0.5323721000459045,None,344.9893274998758,345.10250786651545,345.4177314999979,345.40476909978315,345.4048225998413,345.4177314999979,345.4177314999979,345.4177314999979,347.7370315999724,900,1,[2.3301055000629276],[2.3301153001375496],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,5,0,60,5,347.752698399825,,347.7380295000039,347.752698399825,348.7524363999255,348.7524363999255,348.7524363999255,349.32147119985893,space,0.5671858000569046,None,349.3223162998911,350.0359423666416,350.3469625997823,350.3353444999084,350.335388999898,350.3469625997823,350.3469625997823,350.3469625997823,352.9866524999961,700,1,[2.649273700080812],[2.6492852000519633],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,5,1,61,7,353.0022917999886,,352.9877404998988,353.0022917999886,354.002325899899,354.002325899899,354.002325899899,354.5046432998497,space,0.5003027999773622,None,354.50541909993626,354.91950436664433,355.22814289992675,355.2150969998911,355.2151362998411,355.22814289992675,355.22814289992675,355.22814289992675,357.9032067998778,700,1,[2.686129500158131],[2.6861415000166744],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,400,unexp,5,2,62,0,357.91861119982786,,357.904185899999,357.91861119982786,358.9193895999342,358.9193895999342,358.9193895999342,359.43691849987954,space,0.5131268000695854,None,359.43764469982125,359.55250206665755,359.86522209993564,359.8543864998501,359.8544187999796,359.86522209993564,359.86522209993564,359.86522209993564,362.35290379985236,400,1,[2.496734600048512],[2.496744900010526],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,400,unexp,5,3,63,2,362.36851359996945,,362.3538746999111,362.36851359996945,363.36899069999345,363.36899069999345,363.36899069999345,365.3200704997871,space,1.9476848000194877,None,365.32076219981536,366.03537566663385,366.34653989993967,366.3350311999675,366.33507549995556,366.34653989993967,366.34653989993967,366.34653989993967,368.2542991999071,500,1,[1.9171375001315027],[1.9171502001117915],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,5,4,64,4,368.2688207998872,,368.2551880998071,368.2688207998872,369.2687766999006,369.2687766999006,369.2687766999006,369.9368023998104,space,0.6581393000669777,None,369.937530499883,370.3520619664962,370.67316589993425,370.6551244999282,370.65517279994674,370.67316589993425,370.67316589993425,370.67316589993425,372.91999570000917,700,1,[2.262396200094372],[2.262408300070092],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,5,5,65,3,372.93536739982665,,372.92100859992206,372.93536739982665,373.93556529982015,373.93556529982015,373.93556529982015,374.65443589980714,space,0.7130597999785095,None,374.65529069979675,374.76866426651054,375.0777521999553,375.06457709986717,375.0646123997867,375.0777521999553,375.0777521999553,375.0777521999553,378.01932689989917,600,1,[2.952957100002095],[2.9529669999610633],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,5,6,66,11,378.03521299990825,,378.0203040000051,378.03521299990825,379.0189082999714,379.0189082999714,379.03604919998907,380.20328729995526,space,1.177999199833721,None,380.2040876999963,380.9183484665739,381.2302228999324,381.21437989990227,381.214421399869,381.2302228999324,381.2302228999324,381.2302228999324,384.7368044999894,400,1,[3.520329999970272],[3.5203389001544565],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,5,7,67,10,384.7518805998843,,384.73776119994,384.7518805998843,385.75181950000115,385.75181950000115,385.75181950000115,386.3026558998972,space,0.5378169000614434,None,386.3033425998874,386.71790916665145,387.0218584998511,387.00858719996177,387.008628499927,387.0218584998511,387.0218584998511,387.0218584998511,392.90247169998474,560,1,[5.891536299837753],[5.89154880004935],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,5,8,68,6,392.91807829984464,,392.90325499977916,392.91807829984464,393.9179344999138,393.9179344999138,393.9179344999138,394.7370207000058,space,0.8032968000043184,None,394.7377080998849,394.8525339665978,395.1711672998499,395.1585199998226,395.15855739987455,395.1711672998499,395.1711672998499,395.1711672998499,397.853622399969,700,1,[2.692804800113663],[2.6928163999691606],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,400,unexp,5,9,69,1,397.8681452998426,,397.85441459994763,397.8681452998426,398.86822169995867,398.86822169995867,398.86822169995867,399.3859732998535,space,0.5061997999437153,None,399.38666509999894,399.8021717665872,400.10787740000524,400.0949097999837,400.09495709999464,400.10787740000524,400.10787740000524,400.10787740000524,402.43588329991326,500,1,[2.338888700120151],[2.3388968999497592],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,5,10,70,8,402.45153829990886,,402.43692829995416,402.45153829990886,403.45143529982306,403.45143529982306,403.45143529982306,403.9856113998685,space,0.522823000093922,None,403.9860908999108,404.7008615665293,405.0078548998572,404.9947427997831,404.9948010998778,405.0078548998572,405.0078548998572,405.0078548998572,407.5692764997948,400,1,[2.57232840009965],[2.572339399950579],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,5,11,71,9,407.5847056999337,,407.570235399995,407.5847056999337,408.5840678999666,408.5840678999666,408.5840678999666,409.16884699999355,space,0.5761293999385089,None,409.1695316999685,409.2843080666537,409.5943421998527,409.58440639986657,409.5844395000022,409.5943421998527,409.5943421998527,409.5943421998527,412.269020000007,300,1,[2.6830599000677466],[2.683069600025192],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,6,0,72,6,412.28453459986486,,412.2700662999414,412.28453459986486,413.28403399977833,413.28403399977833,413.28403399977833,413.8526337998919,space,0.5585624000523239,None,413.8532510998193,413.96759366646097,414.2770877999719,414.26449449989013,414.26453849999234,414.2770877999719,414.2770877999719,414.2770877999719,416.93497279984877,200,1,[2.6676012000534683],[2.6676106001250446],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,6,1,73,10,416.95020969980396,,416.93596449983306,416.95020969980396,417.9506975999102,417.9506975999102,417.9506975999102,418.53673659986816,space,0.5837159000802785,None,418.5376673999708,418.9510180666732,419.25863429997116,419.2445325998124,419.2445715998765,419.25863429997116,419.25863429997116,419.25863429997116,421.31815639999695,100,1,[2.071404399815947],[2.071413700003177],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,6,2,74,7,421.3336544998456,,421.3191548998002,421.3336544998456,422.334155799821,422.334155799821,422.334155799821,424.0188988998998,space,1.667533200001344,None,424.01946199988015,424.43420686648847,424.7458051999565,424.73435729998164,424.73440069984645,424.7458051999565,424.7458051999565,424.7458051999565,428.00195089983754,200,1,[3.265271699987352],[3.2652834998443723],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,6,3,75,5,428.0174833999481,,428.002961399965,428.0174833999481,429.0172023999039,429.0172023999039,429.0172023999039,429.55176729988307,space,0.5306047999765724,None,429.5523989999201,430.26688236656287,430.57704439992085,430.5641684997827,430.56421240000054,430.57704439992085,430.57704439992085,430.57704439992085,432.53600879991427,300,1,[1.9688200999516994],[1.9688317000400275],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,6,4,76,11,432.55036039999686,,432.53680419991724,432.55036039999686,433.5502209998667,433.5502209998667,433.5502209998667,434.018404699862,space,0.4637156000826508,None,434.0190802998841,434.7340294665812,435.0468361999374,435.03439149982296,435.03444459987804,435.0468361999374,435.0468361999374,435.0468361999374,437.8844468998723,300,1,[2.847910200012848],[2.847920299973339],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,6,5,77,8,437.89998169988394,,437.8854542998597,437.89998169988394,438.90042119985446,438.90042119985446,438.90042119985446,439.38527309987694,space,0.47293719998560846,None,439.38607819983736,440.10050486663044,440.4091513999738,440.3946755998768,440.3947753999382,440.4091513999738,440.4091513999738,440.4091513999738,442.56810999987647,400,1,[2.1706479000858963],[2.1706670001149178],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,400,unexp,6,6,78,0,442.58312499988824,,442.56945179984905,442.58312499988824,443.58351459982805,443.58351459982805,443.58351459982805,444.5183789997827,space,0.920705699827522,None,444.51932620001025,444.6333345666683,444.9451254999731,444.93445129995234,444.9344891998917,444.9451254999731,444.9451254999731,444.9451254999731,447.3020507998299,100,1,[2.3657398000359535],[2.3657500999979675],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,400,unexp,6,7,79,2,447.31688089994714,,447.3029686999507,447.31688089994714,448.3168343999423,448.3168343999423,448.3168343999423,448.86882709991187,space,0.5409804000519216,None,448.8696724998299,449.5832522665771,449.8952740000095,449.8843767999206,449.8844152998645,449.8952740000095,449.8952740000095,449.8952740000095,452.4017825999763,200,1,[2.5153129000682384],[2.515325500164181],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,400,unexp,6,8,80,1,452.416663199896,,452.4027692999225,452.416663199896,453.4163069999777,453.4163069999777,453.4163069999777,454.1678840999957,space,0.7427995998878032,None,454.16885789996013,454.5831818665067,454.89957049977966,454.8845108000096,454.88456209981814,454.89957049977966,454.89957049977966,454.89957049977966,458.0671914999839,200,1,[3.18048970005475],[3.1805024000350386],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,6,9,81,4,458.0827457997948,,458.0681297997944,458.0827457997948,459.08299819985405,459.08299819985405,459.08299819985405,459.68585049989633,space,0.5956698001828045,None,459.6869633998722,460.10018036660426,460.4082812999841,460.39438909990713,460.39442399982363,460.4082812999841,460.4082812999841,460.4082812999841,463.46804609987885,400,1,[3.071313199819997],[3.0713243999052793],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,6,10,82,9,463.48314099991694,,463.4689462999813,463.48314099991694,464.48306359979324,464.48306359979324,464.48306359979324,465.9835611998569,space,1.4846787999849766,None,465.98427929985337,466.09947026666873,466.40943939983845,466.39444079995155,466.3944768998772,466.40943939983845,466.40943939983845,466.40943939983845,468.4006872999016,500,1,[2.0040500999893993],[2.004058900056407],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,6,11,83,3,468.416210899828,,468.40181089984253,468.416210899828,469.41584289981984,469.41584289981984,469.41584289981984,470.05118289985694,space,0.6329534000251442,None,470.05195799982175,470.16593196645067,470.4792410999071,470.46475559985265,470.4648217000067,470.4792410999071,470.4792410999071,470.4792410999071,472.8837005998939,400,1,[2.4162169001065195],[2.4162288999650627],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,7,0,84,7,472.8990586998407,,472.8846499999054,472.8990586998407,473.89923089998774,473.89923089998774,473.89923089998774,475.25123089994304,space,1.339549500029534,None,475.2519146997947,475.66615816654325,475.9776558999438,475.96431269985624,475.9643741999753,475.9776558999438,475.9776558999438,475.9776558999438,478.80143979983404,500,1,[2.8345745999831706],[2.834589999867603],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,7,1,85,9,478.8160829998087,,478.80244129989296,478.8160829998087,479.81643199990503,479.81643199990503,479.81643199990503,481.6167983999476,space,1.785027400124818,None,481.61741909990087,481.7322978666673,482.0472515998408,482.03541169990785,482.0354659999721,482.0472515998408,482.0472515998408,482.0472515998408,483.9180582999252,500,1,[1.8802241999655962],[1.8802371001802385],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,7,2,86,3,483.93244539992884,,483.9194989998359,483.93244539992884,484.93205229984596,484.93205229984596,484.93205229984596,486.19989209994674,space,1.2556417000014335,None,486.20045269979164,486.31559516658695,486.6279982998967,486.6142899999395,486.61435429984704,486.6279982998967,486.6279982998967,486.6279982998967,489.1834901999682,500,1,[2.566578699974343],[2.5665885999333113],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,7,3,87,4,489.1990106999874,,489.1843075999059,489.1990106999874,490.198650599923,490.198650599923,490.198650599923,490.7175735998899,space,0.5155678000301123,None,490.7181859998964,491.1325234666622,491.447449499974,491.4347506999038,491.4347895998508,491.447449499974,491.447449499974,491.447449499974,493.84946439997293,500,1,[2.412616000045091],[2.412626100005582],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,400,unexp,7,4,88,2,493.8651142998133,,493.85027469997294,493.8651142998133,494.84943199995905,494.84943199995905,494.8659046997782,495.450170799857,space,0.594289000146091,None,495.4508191999048,496.1657825664772,496.4786454997957,496.4651437997818,496.465216799872,496.4786454997957,496.4786454997957,496.4786454997957,498.71640599984676,200,1,[2.2484275999013335],[2.2484372998587787],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,1000,exp,7,5,89,10,498.7321115999948,,498.71732609998435,498.7321115999948,499.7325281999074,499.7325281999074,499.7325281999074,500.20012929989025,space,0.46110109984874725,None,500.20076809986494,500.6155838666639,500.9246290998999,500.91456119995564,500.9145998999011,500.9246290998999,500.9246290998999,500.9246290998999,503.53389809979126,500,1,[2.61739100003615],[2.6174051999114454],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,7,6,90,5,503.5485338999424,,503.5348509999458,503.5485338999424,504.5488789998926,504.5488789998926,504.5488789998926,505.16616859985515,space,0.604582300176844,None,505.1668767000083,505.88174296665625,506.1958670997992,506.18432549992576,506.1843824000098,506.1958670997992,506.1958670997992,506.1958670997992,508.817383099813,600,1,[2.630907899932936],[2.6309207000304013],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.4,400,unexp,7,7,91,1,508.831551999785,,508.8181111998856,508.831551999785,509.8315121999476,509.8315121999476,509.8315121999476,510.3665397998411,space,0.5194500000216067,None,510.36741449986584,510.78158196650134,511.08631949988194,511.074254399864,511.0742877998855,511.08631949988194,511.08631949988194,511.08631949988194,513.8823991999961,100,1,[2.806419200031087],[2.806433100020513],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.1,1000,exp,7,8,92,6,513.8980268999003,,513.8833991999272,513.8980268999003,514.8820938998833,514.8820938998833,514.8988498998806,515.5161690998357,space,0.6182448000181466,None,515.5167481999379,515.6319534665129,515.9510152998846,515.9347680998035,515.9348169998266,515.9510152998846,515.9510152998846,515.9510152998846,518.6658914999571,500,1,[2.7289494001306593],[2.728960000211373],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,7,9,93,8,518.6812042999081,,518.6668182997964,518.6812042999081,519.6818806999363,519.6818806999363,519.6818806999363,520.2494219997898,space,0.5570825999602675,None,520.2501125999261,520.9643712666041,,521.1984191997908,521.1984484998975,521.2143682998139,521.2143682998139,521.2143682998139,523.6163369999267,500,1,[2.4163422000128776],[2.4163510999642313],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
0.7,1000,exp,7,10,94,11,523.6315637999214,,523.6172962998971,523.6315637999214,524.6316211000085,524.6316211000085,524.6316211000085,525.3153368998319,space,0.6761402999982238,None,525.3161059999838,526.0315811664952,526.346754899947,526.3345154998824,526.3345663999207,526.346754899947,526.346754899947,526.346754899947,529.0320109999739,300,1,[2.6953928999137133],[2.69540339987725],088775,001,2024-11-08_14h58.10.819,Priyanshi.AU2220101_Intentional.binding,2024.1.5,None,2024-11-08 14h58.19.123752 +0530,
